         9074922 function calls (8816296 primitive calls) in 29.982 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       19    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        5    0.000    0.000    0.000    0.000 byteflow.py:1141(op_BUILD_TUPLE)
       18    0.000    0.000    0.000    0.000 array_analysis.py:2964(<lambda>)
       16    0.000    0.000    0.000    0.000 models.py:538(get_data_type)
        1    0.000    0.000    0.000    0.000 numpylike.py:22(ArrayLike)
        6    0.000    0.000    0.002    0.000 cgutils.py:618(loop_nest)
       15    0.000    0.000    0.000    0.000 byteflow.py:311(__init__)
       13    0.000    0.000    0.000    0.000 utils.py:272(pop)
       32    0.000    0.000    0.000    0.000 codegen.py:553(name)
       10    0.000    0.000    0.001    0.000 funcdesc.py:117(llvm_cpython_wrapper_name)
        5    0.000    0.000    0.001    0.000 typeof.py:269(_typeof_nb_type)
       19    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
       14    0.000    0.000    0.000    0.000 cgutils.py:308(__setattr__)
        1    0.000    0.000    0.014    0.014 cpu_kernels.py:1(<module>)
        1    0.000    0.000    0.001    0.001 parallel.py:530(_load_threading_functions)
       26    0.000    0.000    0.000    0.000 analysis.py:375(Unknown)
       10    0.000    0.000    0.001    0.000 interpreter.py:2784(op_COMPARE_OP)
        1    0.000    0.000    0.002    0.002 nrtdynmod.py:63(_define_nrt_decref)
       15    0.000    0.000    0.000    0.000 bytecode.py:18(get_function_object)
        1    0.000    0.000    0.000    0.000 slicing.py:1(<module>)
        9    0.000    0.000    0.002    0.000 cpu.py:45(create_module)
      8/1    0.000    0.000    0.001    0.001 parfor.py:753(_get_nested_parfors)
       12    0.000    0.000    0.000    0.000 byteflow.py:1508(__eq__)
        1    0.000    0.000    0.001    0.001 polynomial.py:1(<module>)
        4    0.000    0.000    0.000    0.000 byteflow.py:824(op_RAISE_VARARGS)
       24    0.000    0.000    0.000    0.000 inline_closurecall.py:329(<listcomp>)
        1    0.000    0.000    0.004    0.004 npyfuncs.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cpu_options.py:25(__init__)
        8    0.000    0.000    0.051    0.006 ir_utils.py:348(replace_var_names)
        1    0.000    0.000    0.015    0.015 wrappers.py:461(gen_loop_body)
        2    0.000    0.000    0.015    0.007 templates.py:1107(method_impl)
       13    0.000    0.000    0.000    0.000 nrt.py:61(library)
       13    0.000    0.000    0.003    0.000 interpreter.py:2916(op_POP_JUMP_IF_FALSE)
       18    0.000    0.000    0.000    0.000 base.py:191(enable_boundscheck)
       12    0.000    0.000    0.003    0.000 controlflow.py:234(_df)
       23    0.000    0.000    0.000    0.000 base.py:290(get_env_name)
        1    0.000    0.000    0.000    0.000 enum.py:1026(_decompose)
        5    0.000    0.000    0.000    0.000 typeinfer.py:1415(typeof_setitem)
       15    0.000    0.000    0.000    0.000 array_analysis.py:158(<genexpr>)
        1    0.000    0.000    0.109    0.109 array_analysis.py:1120(run)
       24    0.000    0.000    0.000    0.000 compiler_machinery.py:103(get_analysis)
       32    0.000    0.000    0.000    0.000 fromnumeric.py:2687(_max_dispatcher)
        4    0.000    0.000    0.012    0.003 base.py:1002(populate_array)
        6    0.000    0.000    0.001    0.000 builtins.py:815(resolve___call__)
       10    0.000    0.000    0.000    0.000 containers.py:217(__iter__)
       30    0.000    0.000    0.000    0.000 {built-in method from_iterable}
       25    0.000    0.000    0.000    0.000 llvm_bindings.py:16(_inlining_threshold)
        8    0.000    0.000    0.000    0.000 arrayobj.py:178(<listcomp>)
       12    0.000    0.000    0.002    0.000 controlflow.py:230(_idom)
        6    0.000    0.000    0.000    0.000 templates.py:170(make_callable_template)
       31    0.000    0.000    0.000    0.000 interpreter.py:1741(code_consts)
       15    0.000    0.000    0.001    0.000 sre_parse.py:97(closegroup)
        7    0.000    0.000    0.001    0.000 arrayview.py:707(register_unary_operator)
        2    0.000    0.000    0.002    0.001 pythonapi.py:203(emit_environment_sentry)
        1    0.000    0.000    0.001    0.001 setdecl.py:1(<module>)
        6    0.000    0.000    0.000    0.000 byteflow.py:1259(op_GET_ITER)
       20    0.000    0.000    0.000    0.000 values.py:489(<listcomp>)
       12    0.000    0.000    0.001    0.000 interpreter.py:3162(op_LOAD_METHOD)
       12    0.000    0.000    0.001    0.000 interpreter.py:3165(op_CALL_METHOD)
        1    0.000    0.000    0.002    0.002 random_methods.py:1(<module>)
       20    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       22    0.000    0.000    0.000    0.000 npytypes.py:463(mangling_args)
       15    0.000    0.000    0.000    0.000 errors.py:511(__exit__)
       10    0.000    0.000    0.000    0.000 __init__.py:1467(info)
        4    0.000    0.000    0.000    0.000 misc.py:295(get_call_signatures)
        1    0.000    0.000    0.000    0.000 emptyform.py:1(<module>)
       12    0.000    0.000    0.000    0.000 models.py:547(get_return_type)
       13    0.000    0.000    0.000    0.000 targetconfig.py:248(<listcomp>)
       32    0.000    0.000    0.000    0.000 misc.py:320(key)
        1    0.000    0.000    0.001    0.001 recordarray.py:1(<module>)
       14    0.000    0.000    0.000    0.000 types.py:176(__get__)
        6    0.000    0.000    0.000    0.000 ir.py:1326(verify)
        1    0.000    0.000    0.004    0.004 _errors.py:1(<module>)
       12    0.000    0.000    0.000    0.000 cgutils.py:464(if_likely)
        3    0.000    0.000    0.015    0.005 numbers.py:1343(literal_int_to_boolean)
        1    0.000    0.000    0.011    0.011 content.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:598(_implement_bitwise_operators)
       15    0.000    0.000    0.000    0.000 functools.py:421(_unwrap_partial)
        1    0.000    0.000    0.001    0.001 parfor.py:3280(_gen_np_divide)
        1    0.000    0.000    0.616    0.616 parallel.py:255(build_gufunc_wrapper)
       18    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.009    0.009 _kernels.py:1(<module>)
        7    0.000    0.000    0.000    0.000 builder.py:851(ret_void)
        1    0.000    0.000    0.000    0.000 typing.py:1(<module>)
       13    0.000    0.000    0.000    0.000 funcdesc.py:16(qualifying_prefix)
        1    0.000    0.000    0.000    0.000 layout.py:1(<module>)
        2    0.000    0.000    0.001    0.000 npyimpl.py:466(__init__)
       25    0.000    0.000    0.000    0.000 {built-in method sys.audit}
       15    0.000    0.000    0.000    0.000 context.py:108(__init__)
        6    0.000    0.000    0.001    0.000 pythonapi.py:277(err_occurred)
        7    0.000    0.000    0.000    0.000 typing.py:1902(get_origin)
       14    0.000    0.000    0.000    0.000 inline_closurecall.py:73(__init__)
       26    0.000    0.000    0.000    0.000 analysis.py:487(<listcomp>)
       26    0.000    0.000    0.000    0.000 __init__.py:881(__bool__)
       11    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        8    0.000    0.000    0.033    0.004 wrappers.py:663(get_array_at_offset)
       12    0.000    0.000    0.001    0.000 controlflow.py:725(__ne__)
        5    0.000    0.000    0.000    0.000 copyreg.py:109(_slotnames)
        2    0.000    0.000    0.000    0.000 __init__.py:787(children)
       24    0.000    0.000    0.000    0.000 wrappers.py:314(context)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:1(<module>)
        6    0.000    0.000    0.000    0.000 templates.py:1127(MethodTemplate)
        8    0.000    0.000    0.000    0.000 context.py:44(_check_null_result)
        1    0.000    0.000    0.006    0.006 parfor_lowering.py:926(hoist)
       31    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        5    0.000    0.000    0.000    0.000 interpreter.py:2543(op_BUILD_TUPLE)
        1    0.000    0.000    0.000    0.000 listoffsetarray.py:1(<module>)
        6    0.000    0.000    0.001    0.000 interpreter.py:2495(op_GET_ITER)
       29    0.000    0.000    0.000    0.000 debuginfo.py:66(mark_variable)
       16    0.000    0.000    0.000    0.000 arrayobj.py:511(<genexpr>)
        2    0.000    0.000    0.000    0.000 arrayobj.py:4355(ol_np_empty)
        6    0.000    0.000    0.000    0.000 byteflow.py:780(op_JUMP_ABSOLUTE)
       23    0.000    0.000    0.000    0.000 cpu_options.py:147(is_never_inline)
        3    0.000    0.000    0.000    0.000 numbers.py:359(int_ne_impl)
       13    0.000    0.000    0.000    0.000 utils.py:267(push)
       10    0.000    0.000    0.000    0.000 {built-in method sirf._pysirf.cSIRF_bits}
       28    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
        7    0.000    0.000    0.000    0.000 typeinfer.py:748(_refine_target_type)
       12    0.000    0.000    0.000    0.000 transforms.py:732(_eliminate_nested_withs)
        2    0.000    0.000    0.834    0.417 numbers.py:206(int_power_impl)
        4    0.000    0.000    0.000    0.000 types.py:275(_format_float_as_hex)
        1    0.000    0.000    0.000    0.000 unionarray.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:267(_remove_dups_flatten)
        2    0.000    0.000    0.000    0.000 array_analysis.py:1108(remove_redefineds)
       29    0.000    0.000    0.000    0.000 mathimpl.py:108(_unary_int_input_wrapper_impl)
       26    0.000    0.000    0.000    0.000 controlflow.py:285(dead_nodes)
        1    0.000    0.000    0.001    0.001 arrayobj.py:1047(get_offset_bounds)
        5    0.000    0.000    0.000    0.000 jax.py:62(register_behavior_class)
        5    0.000    0.000    1.800    0.360 compiler.py:837(compile_internal)
        8    0.000    0.000    0.001    0.000 npydecl.py:159(<listcomp>)
        7    0.000    0.000    0.025    0.004 imputils.py:148(res)
       12    0.000    0.000    0.001    0.000 byteflow.py:1451(op_CALL_METHOD)
        6    0.000    0.000    0.000    0.000 interpreter.py:2758(op_JUMP_ABSOLUTE)
        5    0.000    0.000    0.011    0.002 __init__.py:896(device_count)
        1    0.000    0.000    0.000    0.000 arraydecl.py:287(ArrayAttribute)
        7    0.000    0.000    0.000    0.000 parfor.py:5108(<listcomp>)
        5    0.000    0.000    0.000    0.000 lowering.py:1352(<listcomp>)
       26    0.000    0.000    0.000    0.000 ir.py:1038(infer_constant)
       19    0.000    0.000    0.000    0.000 containers.py:223(types)
        1    0.000    0.000    0.010    0.010 numba.py:36(_register)
       13    0.000    0.000    0.000    0.000 utils.py:437(__len__)
        1    0.000    0.000    0.000    0.000 gdb_hook.py:1(<module>)
       23    0.000    0.000    0.000    0.000 inline_closurecall.py:809(_debug_dump)
        7    0.000    0.000    0.000    0.000 ir.py:537(phi)
        1    0.000    0.000    0.000    0.000 synchronize.py:1(<module>)
       12    0.000    0.000    0.001    0.000 byteflow.py:1446(op_LOAD_METHOD)
       17    0.000    0.000    0.000    0.000 parfor_lowering.py:713(<genexpr>)
        5    0.000    0.000    0.002    0.000 dispatcher.py:724(typeof_pyval)
       13    0.000    0.000    0.000    0.000 _collections_abc.py:865(__len__)
        1    0.000    0.000    1.144    1.144 parfor.py:2932(run)
        2    0.000    0.000    0.000    0.000 abstract.py:253(unify)
        2    0.000    0.000    0.005    0.002 cgutils.py:890(guard_memory_error)
        7    0.000    0.000    0.000    0.000 builtins.py:530(normalize_1d_index)
        8    0.000    0.000    0.000    0.000 ssa.py:140(_get_scope)
        1    0.000    0.000    0.000    0.000 optional.py:1(<module>)
       30    0.000    0.000    0.000    0.000 typeinfer.py:1751(propagate_started)
        5    0.000    0.000    0.000    0.000 __init__.py:643(_parse_visible_devices)
        1    0.000    0.000    0.000    0.000 _reducers.py:1(<module>)
        1    0.000    0.000    0.003    0.003 numpylike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        5    0.000    0.000    0.000    0.000 ir.py:620(__repr__)
        3    0.000    0.000    0.000    0.000 typeof.py:240(_typeof_ndarray)
        1    0.000    0.000    0.001    0.001 test_gradients.py:102(<listcomp>)
      6/2    0.000    0.000    0.000    0.000 model.py:56(get_cached_btype)
        1    0.000    0.000    0.000    0.000 index.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typeinfer.py:1030(seed_return)
       24    0.000    0.000    0.000    0.000 inline_closurecall.py:351(<listcomp>)
        6    0.000    0.000    0.002    0.000 cgutils.py:646(_loop_nest)
        5    0.000    0.000    0.000    0.000 consts.py:111(_infer_getattr)
       24    0.000    0.000    0.000    0.000 inline_closurecall.py:320(check)
        8    0.000    0.000    0.000    0.000 {built-in method numba._dynfunc.make_function}
        6    0.000    0.000    0.000    0.000 builtins.py:821(typer)
        3    0.000    0.000    0.000    0.000 imputils.py:237(wrapper)
        1    0.000    0.000    0.003    0.003 pythonapi.py:1212(nrt_adapt_ndarray_to_python)
        2    0.000    0.000    0.000    0.000 ir_utils.py:326(legalize_names)
        7    0.000    0.000    0.000    0.000 typeinfer.py:550(_is_array_not_precise)
       11    0.000    0.000    0.011    0.001 models.py:614(from_argument)
        5    0.000    0.000    0.000    0.000 values.py:920(_to_list)
       10    0.000    0.000    0.000    0.000 containers.py:170(_make_homogeneous_tuple)
        8    0.000    0.000    0.000    0.000 npydecl.py:82(<listcomp>)
       20    0.000    0.000    0.000    0.000 registry.py:5(register)
        3    0.000    0.000    0.000    0.000 byteflow.py:1132(op_UNPACK_SEQUENCE)
        1    0.000    0.000    0.002    0.002 arrayobj.py:1265(src_getitem)
        1    0.000    0.000    0.002    0.002 pythonapi.py:130(read_const)
        8    0.000    0.000    0.000    0.000 sre_compile.py:437(<listcomp>)
       14    0.000    0.000    0.000    0.000 inline_closurecall.py:124(<listcomp>)
        8    0.000    0.000    0.002    0.000 imputils.py:271(set_valid)
        1    0.000    0.000    0.001    0.001 arrayobj.py:1157(offset_bounds_from_strides)
        1    0.000    0.000    0.001    0.001 ak_prod.py:1(<module>)
       11    0.000    0.000    0.000    0.000 containers.py:278(__len__)
        1    0.000    0.000    0.000    0.000 emptyarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 enumdecl.py:1(<module>)
